,content,supportUkraine
2680,"@mfa_russia @RusEmbUSA @RussiaUN @MFA_Ukraine @natomission_ru @RusEmbEst @StateDept @RusembUkraine @RF_OSCE Hey Putin!
take note of this 
🖕🏾🖕🏾

#StandWithUkraine 
#PutinsWar 
#putinHasASmallDickHesLookingToFind
#russiaphobia bc they r killing innocent people",0
2681,"@7Veritas4 The following accounts still show as active on @Twitter @TwitterSupport @verified - TWITTER TURN OFF THESE RUSSIAN PROPAGANDA ACCOUNTS! 
@mfa_russia 🖕
@KremlinRussia_E ⬅️PUTIN’S account, WTF
@Russia 🖕
@GovernmentRF 🖕
@RussiaUN 🖕
@MedvedevRussiaE 🖕

#StandWithUkraine RETWEET https://t.co/DIn6bBSOrU",0
2682,#standwithukraine   Across from Russian Embassy DC https://t.co/UhzDr6v94x,0
2683,"In conjunction with the @irishredcross , we are setting up donation collection points in all our branches for the Humanitarian crisis in the Ukraine. The donation buckets will be available in all our branches from next week.
#irishredcross #standwithukraine #joycesupermarkets https://t.co/TwMgHaT0Xk",0
2684,"🇷🇺🇺🇦 A Ukrainian deserter has surrendered to the Russian military and asks not to be exchanged “I’d rather be captured in Russia than in this Ukraine” 

#RussiaUkraineConflict
#Russia #Ukraine #News #istandwithrussia https://t.co/A9Bxph5mR2",1
2685,"I am proud to #StandWithUkraine 🇺🇦 👋 @DmytroKuleba 🇬🇧 stands with 🇺🇦: @trussliz 

#Diplomacy140 @FCDOGovUK #Ukraine #Russia #Kyiv https://t.co/lnQBwQxRil",0
2686,please dont stop talking about whats happening in Ukraine #StandWithUkraine,0
2687,"Thinking of Ukrainian friends, especially those I was lucky enough to meet and learn from at @collegeofeurope - proud to be working for @FCDOGovUK as we #StandWithUkraine 🇺🇦🇬🇧",0
2688,of course @gtconway3d supports #AzovBattalion #NaziUkraine https://t.co/B9yBQ8paQQ https://t.co/XrwPWxRAy1,1
2689,"@SecBlinken Thank you sir.
#StandWithUkraine",0
2690,I make no apologies about my love for my hometown (Seattle) and college (⁦@UWalum⁩). That said I have fallen in love with San Antonio. The fact that former ⁦@UIWFootball⁩ QB ⁦@Cameron7Ward⁩ is now playing for the hated Cougars is crazy.  https://t.co/verMD9p0l8,0
2691,"@WhiteHouse 
@VP 
@PressSec 
@SpeakerPelosi 

Send planes now

#StandWithUkraine https://t.co/zVOcmeHNs2",0
2692,"Why russian want destroy my country? 😭 

#Zelensky #PrayForUkraine #StandWithUkraine #StopPutinNOW #StopRussiaAggression #StopPutin https://t.co/QsgVSDWqWk",0
2693,The United States and our allies must stand with Ukraine. https://t.co/XW9rCNixWW,0
2694,"@marcorubio 

Inquiring minds want to know, tsvarich

#StandWithUkraine https://t.co/HvqLpY9uW9",0
2695,"#NaziUkraine #nazisinukraine #AzovBattalion #Russia #IStandWithRussia 

Clown #malcolmnance https://t.co/P8Sbc0nU9r",1
2696,"Dear friends, Support our global #UkrainianWave

Retweet + #StandWithUkraine + 👋 https://t.co/5yXb5Jrfu4",0
2697,@KyivPost Stand with Ukraine against eastern aggression and occupation.,0
2698,More sanctions are needed against #Russia! Suspend its trade benefits could be one of them https://t.co/eQuep5Bn8X via @CFR_org #IStandWithUkraine #StandWithUkraine #Ukraine #UkraineKrieg #UkraineWar #RussiaInvadedUkraine #StopRussianAggression #UkraineUnderAttack #SlavaUkraini,0
2699,"Funny, I was wondering about Putin trolls too.  If you look at the official Presidential Kremlin Twitter, all the accounts praising, agreeing, saying ""Good job, President Putin"" or posting their ♥️ for him have one or two followers.   🤣🤣🤣 #StandwithUkraine #Ukraine https://t.co/uL56HhgTwI",0
2700,"Biden's Sanctions and the proxy war against Russia are really just a Hail Mary pass before inflation and economic collapse brings the whole American and EU economies down in flames.
#Russia https://t.co/St8kJb74i0
#bidenssanctions #proxywar #Ukraine #Russia #IStandWithRussia",1
2701,"Unscrew your brains from western media. They've lied to you for years, why would this war be any different?

#IStandWithPutin https://t.co/sUcUTTciPy",1
2702,"Obviously the bear is on the march to protect Russian speaking ethnic minority against #NaziMcCain and his #NaziUkraine terrorists, he normally prefers his #ISIS boys but the #RedArmy finished them off in #Syria woops https://t.co/3lPszsUStT https://t.co/sJBMFbXf0T",1
2703,"@DenbrotS But the #Ukraine of today &amp;the #Poland of today are not the Ukraine or Poland of the Holocaust.
What are they?
""Falsely"" accused humanists  by the #US and #UN (not #Russia) of being NAZIS?

#RussiaUkraineWar 
#NaziUkraine 
#Nazi 
#nazisinukraine 

https://t.co/38c6maG55c",1
2704,#standwithUkraine Stop #Putin #NATO https://t.co/Er5mWSbot2,0
2705,playing ARTHUR KRIULYN 'Error 34' https://t.co/shR9waJVSd @s_t_d_e_v #StandWithUkraine #Зупинитивійну #МирдляУкраїни 🇺🇦 https://t.co/R1QeO9Fe53,0
2706,"The bulb has gone in the bathroom,  so I lit this candle, and now it’s become a light for Ukraine 🇺🇦 

#PutinsWar #StandWithUkraine https://t.co/LpGXQ9GpGt",0
2707,"On this Day of Unity of Ukraine, we stand in solidarity with the Ukrainian people and stand up for their right to live free from Russian aggression. #StandWithUkraine https://t.co/HHMLYEKXjV",0
2708,"I had never heard this story.  @GeorgeRaveling recants his memories from the March on Washington and his incredible chance encounter with the great MLK.  

Today, I hope you’ve had a minute to reflect on what can be. #MLKDay2022 https://t.co/FP8yEeDJsU",0
2709,"@SecBlinken @StateDept #StandWithUkraine Thank you, Mr. Anthony! But tell me, please, if France had been given money and weapons in 1940, would that have stopped Hitler?",0
2710,https://t.co/jI0PpDefTF New article. #StandWithUkraine #Ukraine,0
2711,"#Israel  helps the #Nazi of #Ukraine, forgetting that during World War 2, the #NaziUkraine destroyed Jews https://t.co/m3Wgg5B9qF",1
2712,"@HuskyFanPodBDTW Who knows?  If he coached for 3-4 more years the whole trajectory could have been different.  We will never know.  I understand your point, Pinkel would have been great.",0
2713,I Stand With Ukraine Sticker - Public Stickers Find it here https://t.co/YuK8HUlLaL #istandwithukraine #ukraine #ukraineflag #ukrainian #Sticker #Stickers #PublicStickers https://t.co/47jiUb0aJv,0
2714,"President #Biden is asking #Congress for $33bn (£27bn) to support #NaziUkraine!
In the Second World War, #USA invaded #Germany to stop the #Nazis!

#JoeBiden #usa #russia #russian #Ukraine #Putin #Warzone https://t.co/N439eH2eNh",1
2715,"@VjosaOsmaniPRKS Maybe you personally can stand with Ukraine. Soon you’ll be told to shut up an retreat into your lair and wait for the finals. Prepare your passport, you‘ll need it.",0
2716,#Ukraine #Azov #Europe #OTAN #NATO supporters of #NaziUkraine #UcraniaNazi #Ucrania #Rusia #RusslandUkraineKrieg #Russland #Europa #Inglaterrra #British #warmongers #Zelenskyy #ZelenskyWarCriminal https://t.co/oQXfHAwNSr,1
2717,StandWithUkraine 👋 https://t.co/pAHwq46n6O,0
2718,@CaroRackete Why don t you go to #NaziUkraine and fight for #ZelenskyWarCriminal ? Why don t you go to #Afghanistan and save some citizens and children? Don t you like them enough? Not enough glamour to help those? Bye bye,1
2719,"I shudder to think what the situation would be in Ukraine if Mr. I Know More Than My Generals was still in office. I wish we could  do more to help, but I trust President Biden 💯
#StandWithUkraine🌻💙💛",0
2720,"@mommamia1217 @AMHotFlash 😎🇺🇦😏😷 @AMHotflash seems to dislike anti-Putin tweets - s/he blocked us after our comment on her telling tweet amplifying the Kremlin's threats!

#StandWithUkraine #FreeRussia #FirePutin",0
2721,@DesjarlaisBlake @ukrcancongress For $100 million I don't stand with Ukraine. We know we likely won't see that money back.,0
2722,@SteveDaines You do not stand with Ukraine or you would not have posted this.  Are you a secret Putin agent.  Lock Steve Up Lock Steve up Lock Steve up Lock Steve up Lock Steve up,0
2723,@Ukraine @Kyiv We stand with Ukraine!!! 🇧🇷🇺🇦👊🏽,0
2724,"A brave man in #Kursk, Russia. I hope he's ok.
#IronDome #NoFlyZone 
#PutinWarCriminal #StopRussia #StopPutin #SanctionLukashenko
#SlavaUkraini #Ukraine #StandWithUkraine https://t.co/I0DNedq8bQ",0
2725,"wow. masturbating feels so wrong right now, but the much bigger wow: wanting to tweet about masturbating, clicking that plus &amp; twitter has already has a stand with ukraine hashtag prephrased for you. now i feel ashamed. pls can someone relate. 🥲",0
2726,"@Ukraine Ethosia stands with Ukraine!

#StandWithUkraine #micronations",0
2727,"Stand With Ukraine Rally, Times Square, New York, NY, 5 March 2022 https://t.co/aTlEfhLXYO https://t.co/hK7eUm8q3K",0
2728,Difficult to watch but I have the utmost admiration for these #Ukranians. “Warning shots”=BS!!😡 One civilian hit &amp; these #Brave #Ukranian men &amp; women assisting in the midst of more live firing shots. #WarCrimes #StandWithUkraine #PrayForUkraine https://t.co/8YQbMNduhG,0
2729,"@KyivIndependent @Elizabe29599604 2) Putin wants to bring Wagner mercenaries into Ukraine. 

Mercenaries work for money, but Ukrainians are fighting for their lives and their freedom.

Strong motivators. 

#СлаваУкраїні 
#StandWithUkraine",0
2730,"Russian army keep on distributing humanitarian aid to Ukraine people's in kherson
#istandwithrussia 
#Kherson 
#RussiaUkraineWar 
#RussiaUkraineConflict 
#RussiaInvadedUkraine 
#StandWithPutin 
#standupforrussia https://t.co/1oNYZxVOYy",1
2731,"@CocaCola A company with no morals. You were born from a dodgy deal and as much as you try to portray a squeaky clean image, your pedigree shines through. #standwithukraine",0
2732,Part 1 #German #WesternMedia lie #NaziUkraine armed forces https://t.co/QPYHJH0B7f,1
2733,"Oh look! It's the #GenZ symbol/tattoo. 🤣
#GENERATIONZ #NaziUkraine https://t.co/DmOQVXpwvN",1
2734,"Look up Tennessee! Moscow Marsha is at it again, #StandWithUkraine 
Signing the missive were Republican Sens. Rick Scott (Fla.), Cynthia M. Lummis (Wyo.), Ted Cruz (Tex.), Roger Marshall (Kansas), Marsha Blackburn (Tenn.), Mike Braun (Ind.), Ron Johnson (Wis.) and Mike Lee (Utah) https://t.co/bHQncrmPkk",0
2735,"I just saw this artist’s Work, &amp; it’s beautiful, but also Sad... I am Praying for the Ukraine &amp; all its people, that they make it to a Safe country for now. #StandWithUkraine https://t.co/hiMjMUjFlu",0
2736,Thank you all for your kind attention. Please continue to stand with Ukraine and against tyranny. @GlasnostGone @propornot @OlgaNYC1211 @olgatokariuk @ArmedForcesUkr @SecBlinken @CalibreObscura @Billbrowder @MavkaSlavka @Shtirlitz53 @GicAriana @temmuz1919 @StefanishynaO,0
2737,"I'll always feel attached to Lviv, a city my grandma referred to as Lemberg. 
Is the light-skinned pianist any different than Palestinian or Israeli women whose children want to live in peace together? 
We're all in this w/ @ZelenskyyUa . 
#StandWithUkraine 
#Putin is evil
#Peace https://t.co/vZvt5Y1Voz",0
2738,"@SarahAshtonLV #NaziUkraine #NaziMcCain #NaziSarahAshton sort of rhymes,  I'd say grow a pair luv, but I see you already have 2, must go down well with the guys https://t.co/bKMyjvOLh5",1
2739,"If as reported by @Osinttechnical there’s evidence one of the Russian pilots captured in Ukraine today was pictured with Assad on active service in Syria, I hope we’ll see him (and others) interrogated by investigators about potential war crimes in that conflict #StandWithUkraine",0
2740,@WFLAJosh @Nerdy_Addict Stand with #Ukraine,0
2741,"@IAPonomarenko @BillAckman Ignorant soldiers blindly following poisonous orders by a group of obsolete and irrelevant old folks. Wars belong to video games. It’s 2022.

#StandWithUkraine",0
2742,"@SamRamani2 Someone is boiling you up against Putin and before you know it... time lapsed
#istandwithrussia",1
2743,Russia is true Friend of India #SupportRussia #StandWithRussia #StandWithPutin #IStandWithPutin #Putin https://t.co/81artZGl6u,1
2744,NEVER FORGET #Europe ❌STOP feeding #NaziUkraine #AZOVNAZIS #NoNato #DeNazification https://t.co/sEZib8weJU,1
2745,Anyone notice that the #WEF has ZERO diversity. Old white men enslaving their people @ProfKlausSchwab @JoeBiden @JustinTrudeau French President Macron. #NaziUkraine  #Nazism,1
2746,"Some of the thousands of people at the protest in Dublin, March 5th #StandWithUkraine https://t.co/4PFBRFwBNQ",0
2747,"deputinized russian 🚁
#Россия #РФ #МнеНеСтыдно #мыедины  #Putin #WarCrimes #ДаПобеде #NaziRussia #Z #Ukraine #Russia #АрмияРоссии   #IStandWithPutin #deputinization https://t.co/hetTUNbGR2",1
2748,"@avalaina @cryborg Putin is a war criminal &amp; global terrorist #StopPutin 
🇺🇦 #StandWithUkraine #Friends #Allies #NATO",0
2749,#NaziMcCain funding #NaziUkraine nothing new here folks he also likes #ISIS terrorists https://t.co/jsgR8vmYc0 https://t.co/trqZrFa1IB,1
2750,"Today @SecBlinken met with Russian Foreign Minister Lavrov in Geneva. The U.S. &amp; our allies have been clear: we stand with Ukraine in support of its sovereignty &amp; territorial integrity. Any renewed Russian invasion will be met with a united response. 
https://t.co/sWEdYPkc4O",0
2751,"@kkul_czv @KyivIndependent Yes, your allies -Syria and N Korea. And bastards and fascists. Decent people stand with Ukraine and freedom. Piss off back to Mordor",0
2752,Someone tell Putin NATO is a defence force present in Eastern Europe because the countries ask us to be. His invasion of Ukraine will be nothing but an imperialist expansion of his empire to prop up his own support at home #standwithUkraine  https://t.co/nueX3BdZvG,0
2753,"@irinatsukerman_ Germany is NOW sending medical supplies to #Ukraine, @ the same time planning their diplomats escape? Ukraine is lacking medical supplies? Since when? Since #Germany will not join #NATO in response
#StandWithUkraine #GermanyAllyOfPutin",0
2754,@mikevorel This might open the door for UIW QB Cam Ward. Morris coached Ward the last two seasons.  It would be a big jump for @Cameron7Ward but he knows the system and I saw him play live several times. He is the real deal.,0
2755,Just back to your home everything be reset  #Russia #UkrainePutinwar #ยูเครน #StandWithUkraine https://t.co/UBxFP2DvDH,0
2756,Poor form on the #ausopen crowd. Instead of booing they should have chanted 'I stand with Ukraine',0
2757,Thanks @BBCRadio4 for the interview with #Ukrainian ambassador @VPrystaiko this morning. #StandWithUkraine,0
2758,@max_katz Putin is scum. Stand with Ukraine!,0
2759,After Biden's clumsy (and potentially harmful) statement re: Russia during conference Secretary of State @SecBlinken is giving a good speech in Geneva. United States &amp; its partners stand with Ukraine and its territorial integrity and if breached is prepared to respond accordingly,0
2760,"Israel and Russia relationship 🫂has me side eyeing the Israeli government, often. #StandWithUkraine 🇺🇦💪🏾 https://t.co/Y7izXPI7rF",0
2761,"UK to provide #Ukraine with anti-armour defensive weapon systems and early-stage training. #StandWithUkraine
https://t.co/AciQpxvPx1",0
2762,"Ah maybe you're right, reply guys.
Maybe #putin isn't that bad.

I mean he did send a 16yr old boy to a penal colony.
For blowing something up in Minecraft
But yeh he's a great guy.

#UkraineRussianWar #IStandWithUkraine #istandwithrussia 

https://t.co/fbA5AHyAFH.",1
2763,"@ivehk It's extremely derogatory to call Ukrainians «Little Russians»!
#StandWithUkraine 
🇺🇦⚔️🛡️",0
2764,I bow in deep respect to these heroes #Ukraine #StandWithUkraine #StopRussia #StopRussianAgression #GloryToUkraine https://t.co/gVkgl1dA09,0
2765,The virtue signaling is getting crazy. Stand with Ukraine while funding the war on both sides — buying Millions in Russian oil daily while Congress asks for money to support Ukraine. The taxpayer always gets screwed! https://t.co/RXhN2Rv1NA,0
2766,"A beautiful and thoughtful column in todays @ExpressNews from @caryclack. As I reflect on this column  I am left wondering, “where have all the hero’s gone?”

https://t.co/R5d6J0Wa5a",0
2767,"G Williamson is a Tory. He believes he deserves the title.
#JohnsonOut40 #NHSNot4Sale #ToriesPartiedWhilePeopleDied 
#PartyGate 
#StandWithUkraine #ToriesRussianAssets https://t.co/94gWmWiZf4",0
2768,"NEWS RELEASE: MLA and chair for the Advisory Council on Alberta-Ukraine Relations @HomeniukJ sent a letter to the federal government, affirming Alberta's strong support for Ukraine amid rising Russian aggression.

More here: https://t.co/9zDnhoNxON

#AbLeg #StandWithUkraine https://t.co/vGd1pFnvc2",0
2769,"Today more of our 🇺🇦 guys surrendered to Russian soldiers.  A smart move!  This way, they will return to their families alive and well.  Stop the war between the brothers #StandWithUkraine️ #Aidar #Azov #Ukrainian #SlavaUkraine #NaziUkraine https://t.co/1aTCInup8k",1
2770,"This is one of the most amazing real combat videos I've ever seen

#RussianUkraineWar #Mariupol
#StandWithUkraine #UkraineRussiaWar #Zelensky #Ukraine #Russia #Putin #Kharkiv #Kiev  #RussianArmy #RussianWarCrimes https://t.co/wka2FUbzTO",0
2771,"playing DAKHABRAKHA 'Khyma' https://t.co/uh3ekUuC5r @dakhabrakha #StandWithUkraine #Зупинитивійну #МирдляУкраїни 🇺🇦 - do you know these @georgiaruth -- they will blow your mind, if not! x https://t.co/hOdvnu5aNR",0
2772,More &amp; more NFL QB’s are posturing like NBA stars. Let’s make a few things clear: there are 22 starting players vs 5. The NBA and NFL caps are 🍎 &amp; 🍊 &amp; starting QB’s who are last in 3rd down % but take home $40M should just stop talking ⁦@Softykjr⁩  https://t.co/qmsxc7d8bo,0
2773,"Ukrainian Canadians in Calgary protest Russian troop buildup 
#StandWithUkraine #SOUTENEZLUKRAINE #ПідтримайУкраїну 
Thank you @calgaryherald for their coverage
#yyc https://t.co/mojLzSajZE",0
2774,"@senrobportman You keep saying ""you stand with Ukraine"" but your track record says when push comes to shove, Rob is NOT gonna stand up to Russia",0
2775,"@stevesloboda The real question is, was the swatch watch guard intended to match the killer yellow v-neck (a deep v-neck) or visa versa? #BBD #Genera #80sfashion",0
2776,"I'm proud to #StandWithUkraine and support their right to self-determination in the face of Russian aggression. 

🇨🇦 will always be there for 🇺🇦",0
2777,"@mexico has more of a claim to #Texas than @Russia could ever claim to have over #Crimea even more ludicrously @Ukraine 
#StandWithUkraine",0
2778,"@DmytroKuleba @Shell @VanBeurdenShell Shell, WE MUST STAND with Ukraine and for our Nations! Are you aware Putin is after previous large establishments of “Russian Empire”? Common THINK!!",0
2779,"@RaduTudor1970 @frenchieinlimbo @NTenzer @StephaneP71 @rencontrejfm @EmmanuelMacron RaduTudor, what part of ""we stand with Ukraine"" qualifies as friendly in Moscow?",0
2780,"Look: Donald Trump, John Daly Video Is Going Viral
#TrumpLovesPutin #FascistTrump #TrumpCrimeFamily #Ukraine 🇺🇦 
#EvilPutin  #StandWithUkraine   #SanctionPutin #NuclearPutin #DefendDemocracy #PeaceNow #EndNuclearWeapons  https://t.co/8aFB3pbIBX",0
2781,@BrianKelsey The Lord? Lord help me. Leave the Lord out of it. Why do humans always quote Bible verses or speak of God when their hands get caught where they shouldn’t be or spin to fit their narrative. Oh and btw…Don’t pray for me.#XGOP #Indie #StandWithUkraine,0
2782,#Ukraine why #NaziUkraine is the west fault by @UChicago https://t.co/kGkzliEzvi,1
2783,@Medici1 @ExpressNews Very good lighting !,0
2784,Thats because all the people from #Kyiv wanted to leave Ukraine and their #NaziUkraine government. 43% of Ukraine armed forces funded by America are #AzovBattalion #andreibiletsky Nationalist #NaziMcCain funding #Genocide https://t.co/1NbCxk41lP https://t.co/mkqClY7BJg,1
2785,Stand with Ukraine but a couple thousand miles behind where Ukraine stands. https://t.co/qMEcsqti6i,0
2786,This is how some of y'all sound. #Ukraine #StandWithUkraine https://t.co/mJjHslAaUO,0
2787,Barbadian tennis players 'stand with Ukraine' https://t.co/Cdp13Jny1K https://t.co/LUMPg3ABKn,0
2788,@Liz_Cheney We all stand with Ukraine 🇺🇦. Amazing this man served in the military as long as he did and served the previous POTUS. Be careful who you vote for your life and your country depend on it. 🇺🇸,0
2789,"Djokovic states, “I am disappointed in the decision.” 

He knew the rules, he was dishonest, and he was a major distraction.

The only people disappointed are the fans (me included) of ⁦@DjokerNole⁩. 

I expected more. Be better. Lives are at stake. https://t.co/Vuh9iJzNwl",0
2790,"'They shoot at anyone who tries to leave.' Ukrainians describe terror of living under Russian occupation
https://t.co/TMkL27LeZm #Ukraine 🇺🇦 
#EvilPutin  #StandWithUkraine   #SanctionPutin #NuclearPutin #DefendDemocracy #PeaceNow #EndNuclearWeapons",0
2791,"@EmbassyofRussia @mfa_russia @PMSimferopol @RusConsCapetown @mahasharampedi @SABCNews @ThabisoLehoko @MID_Kaliningrad @RusEmbEthiopia @georgegalloway @calebmaupin #Russia’s propaganda is just as insane as dystopian. Invading and destroying democratic countries, committing horrendous #war crimes, using fabricated pretexts, banning free speech…🤦‍♂️🇷🇺#StopRussianAggression #BoycottRussia #StopPutinNOW | #StandWithUkraine 🇺🇦 #GloryToTheHeroes",0
2792,@Liveuamap @NATO @melaniejoly Canada has one of the highest percentage of Ukrainian immigrants outside of Poland and will stand with Ukraine to the end.,0
2793,"Thanks a lot for this position! No Russian bloody oil! Also, please, support introducing a #NoFlyZone over Ukraine’s territory! If not possible right now for @NATO, at least equip Ukraine with air defense systems and jets as promised!
#StandWithUkraine #NoFlyZone #AirDefence https://t.co/hURjQFPu2H",0
2794,"So many nationalities in solidarity with #Ukraine, a #Belarusian group here at the #STANDWITHUKRAINE rally in #TimesSquare, #NYC. https://t.co/xxVR12udr4",0
2795,"@EtoBuziashvili I’m from #Azerbaijan and I #StandWithUkraine ! 🇺🇦🇦🇿✊🏼
#Ukraina",0
2796,@votevets #JoeBiden is WORSE than #Trump. #Putin will out last #SleepyJoe. #Biden provokes #war &amp; supports #Nazism #Nazi #Ukraine #NaziUkraine #nazisinukraine &amp; doesn't want #Peace. https://t.co/xwrfbf4xs4,1
2797,"If Russia succeeds in their invasion of Ukraine, let’s hope it will be the biggest Pyrrhic victory in modern history.
#StandWithUkraine",0
2798,@MFA_Ukraine Wonderful. Supporting your right to choose your own path! #UkrainianWave #StandWithUkraine,0
2799,Stand with Ukraine! https://t.co/MI6oUz7sLA,0
2800,"Putin wants Ukraine to remain weak, and that includes preventing them from gaining any power by joining NATO.

He's amassed troops at the Ukraine border to keep Ukraine in a continued state of anxiety &amp; submissiveness. 

The US will stand with Ukraine against Russia’s aggression. https://t.co/7jBfJjCRdK",0
2801,#America's senators and state dept has become the largest  #nazi collaborators in history. Hundreds of our senators will be put to trial and face responsibility in 10-20 years once US looses hegemony. #NaziUkraine,1
2802,Retweeting this from #Ukraine's foreign ministry in support of our team of law students on the ground now reporting to @JURISTnews from Kyiv. #StandWithUkraine https://t.co/7zbhj4T5LW,0
2803,"Today in Belgrade 🇷🇸 another rally in support of Russia 🇷🇺
#IstandwithRussia #IStandWithPutin #RussiaUkraineWar #UkraineRussianWar #Mariupol #Irpin #Kyiv https://t.co/2nBL1y9QIo",1
2804,"The Chinese Foreign Ministey is 💯 correct.

#IStandWithPutin https://t.co/KP8MY1KbzB",1
2805,Foreign Minister @edgarsrinkevics with @CNN's @bianca_nobilo on Russia's instigated crisis and actions to be taken. #StandWithUkraine https://t.co/IN6lRYZXZA,0
2806,I can't wait till the people of the US turns their back on Biden. Retard is spending $50 billions of dollars on Ukraine while a majority of his citizens are living in poverty. And all for what? Ukraine will lose the war #istandwithrussia #Russia #Putin #Zelensky #Donbass #Kyiv https://t.co/V0xWdYjXLI,1
2807,"🇷🇺🇺🇦 This morning, the Crimean battalion detained the #Nazi ""#Azov"" - #IvanZaliznyak, who became famous for mocking calls to relatives of allegedly dead soldiers of the #LDNR

#RussiaUkraineConflict
#Russia #Ukraine #News #istandwithrussia https://t.co/IQPq6c5zAb",1
2808,"Again important clarification:
I'm a #Peacemaker who calls to #Peacemaking.
I'm not a #Pacifist.
Peacemaker = in Qur'an Arabic Muslim.
I call to G-d's Peace.
One of the central tenet is it forbids wronging others, wronging others includes oppression.
@meNabster #IStandWithRussia https://t.co/3rH29DKEyK",1
2809,"Do not worry except some bastards countries (China.Iran.North Koria..) other countries ll help and support u..
#Stand_With_Ukraine
#Down_With_Putin https://t.co/YnLMEU8GG5",0
2810,"https://t.co/HPGHToSJ1d
Ukraine invasion: Tankers turned away as UK workers refuse to handle Russian fuel 🇺🇦#StandWithUkraine ❤️🌻🙏🌻❤️ https://t.co/1haLGROyzJ",0
2811,Stand With Ukraine https://t.co/1RUL9r7mw0,0
2812,"With being silent about the situation in 🇺🇦, @GovernmentGeo refuses to represent the will and interests of Georgian people.

We do stand with #Ukraine. https://t.co/7Rs5JfirGs",0
2813,"@lakeinla @MeidasTouch Thats what happens when #GOPTraitors  are allowed to remain members of Congress..Ukraine &amp; US security is at risk
#StandWithUkraine 🇺🇲⬆️🇺🇦
#NeverForget",0
2814,"Happy Unity Day, #Ukraine; #StandWithUkraine 👋 and its people! Any threats to Ukraine’s democracy and freedom are unacceptable. #UkrainianWave https://t.co/JRLbnCBpoX",0
2815,"Beautiful drawing, awesome tree character …

#biodiversityrocks

[Stop #PutinsWars!
#StandWithUkraine.] https://t.co/pELmNeONAy",0
2816,"This is Palestine and this is a Muslim country so humanity is not for these women and children because they are Muslims.  Humanity is only for European countries and Ukraine

#GameChangerMaulana #Ukriane #RussianUkrainianWar
#istandwithrussia 
#IStandWithPutin
 #UkraineRussianWar https://t.co/HogE1gcBXl",1
2817,@redmcgraw1 @erinotoole right? wtf is he asking for exactly? Canada does stand with Ukraine. But we are appropriately non-confrontational.,0
2818,"CYBERTRON WILL ALWAYS STAND WITH #UKRAINE, @UWCONGRESS! https://t.co/0n0XhSvnWu",0
2819,I #StandWithUkraine! #Kosovo stands with the Ukrainian people at this extraordinary time! 🇽🇰🇺🇦 https://t.co/161dG8z9Jw,0
2820,President Biden's administration: Stand With Ukraine - Sign the Petition! https://t.co/3V3V9bhoH7 via @Change,0
2821,Brazil #StandWithUkraine 🇧🇷🇺🇦🇧🇷🇺🇦 https://t.co/oaqviDVsIL,0
2822,"#Poland intends to open a center for documenting #RussianWarCrimes, counting on U.S. support in this regard.

#StandWithUkraine #UkraineUnderAttaсk #UkraineInvasion #PutinWarCrimes #PutinWarTerrorist 
#FCKPTN 

https://t.co/TqPFOQF6yb",0
2823,"@BoschGlobal Why don't you retreat from Russia like other firms? Would be a good time now.

#Anonymous #Ukraine #solidarityWithUkraine #StandWithUkraine #StayWithUkraine #HeroesOfUkraine #GloryToUkraine #NoWar #StopTheWar #Demo4Democracy #FreeWorld #FreeUkraine",0
2824,@TaraGranahan I stand with Ukraine 🇺🇦. Suck it up cupcakes. I’m glad it’s not 1943. We would have lost the war with you Pussy’s.,0
2825,"Dear Mia, 

We know justice will prevail, and you will grow up in a free and democratic country.

#BabyMia #StandWithUkraine https://t.co/wBmnveV7bt",0
2826,@DonaldJTrumpJr @POTUS shouldn’t trump towers be part of the Russia sanctions as we all know he sells most of his apartments to Russia!  I will always stand with Ukraine 🇺🇦🇺🇦🇺🇦,0
2827,@VeraVanHorne @Amonrosier Thought all men Nazis had to stay and fight for #NaziUkraine why are they in Italy.,1
2828,Hey @CUFCanada - see here how Conservative meme factories feel about Canada’s support for Ukraine #StandWithUkraine https://t.co/wgM5RKbStL,0
2829,@Medici1 @Novavax Mmmm can we talk about the name?? No va max?,0
2830,Just amazing. #StandWithUkraine  https://t.co/eXWoYAGgYL,0
2831,"#BorisJohnson's six-point plan in full...
1. Tell some lies
2. Hide the money
3. Wait for EU to do something
4. Send cheque to whoever's planning to assassinate Putin and step into his shoes
5. Go on holiday
6. Claim victory
#StandWithUkraine https://t.co/qvkSvXg77g",0
2832,"@HalSparks More like Art of the Steal!
#StandWithUkraine",0
2833,Deployment of #Russia Armed Forces units near #Ukrainе borders in the @FinancialTimes infographic. #RussianAggression #StandWithUkraine #СrimeaIsUkraine https://t.co/pC3l03HJio,0
2834,Living in the moment. Ukrainian 🇺🇦 moment. #Ukraine #NaziUkraine #Russia #Slovenija https://t.co/UKmfSCtu7O,1
2835,"Whoever believes Russia is fighting Nazism in Ukraine ""like 80 years ago"", is a stupid moron. There's no excuse. #StandWithUkraine https://t.co/zgo2Crywd0",0
2836,@foodandfriend @mcspocky The best they can do is muddy the waters with trolls and bots. I stand with Ukraine 🇺🇦🇺🇦🇺🇦,0
2837,With @risenresistnyc friends and @browder2neustadt . Thank you Niki and Louisa from @domusnyc for the blue and yellow heart. #stopwar #standwithukraine #nowarinukraine https://t.co/EMM4HqEzBp,0
